date,NEX-GDDP__ACCESS-CM2,NEX-GDDP__ACCESS-ESM1-5,NEX-GDDP__BCC-CSM2-MR,NEX-GDDP__CMCC-CM2-SR5,NEX-GDDP__CMCC-ESM2,NEX-GDDP__CNRM-CM6-1,NEX-GDDP__CNRM-ESM2-1,NEX-GDDP__CanESM5,NEX-GDDP__EC-Earth3-Veg-LR,NEX-GDDP__EC-Earth3,NEX-GDDP__FGOALS-g3,NEX-GDDP__GFDL-CM4,NEX-GDDP__GFDL-ESM4,NEX-GDDP__GISS-E2-1-G,NEX-GDDP__HadGEM3-GC31-LL,NEX-GDDP__INM-CM4-8,NEX-GDDP__INM-CM5-0,NEX-GDDP__IPSL-CM6A-LR,NEX-GDDP__KACE-1-0-G,NEX-GDDP__KIOST-ESM,NEX-GDDP__MIROC-ES2L,NEX-GDDP__MIROC6,NEX-GDDP__MPI-ESM1-2-HR,NEX-GDDP__MPI-ESM1-2-LR,NEX-GDDP__MRI-ESM2-0,NEX-GDDP__NESM3,NEX-GDDP__NorESM2-LM,NEX-GDDP__NorESM2-MM,NEX-GDDP__TaiESM1,NEX-GDDP__UKESM1-0-LL,CIL-GDPCIR__ACCESS-CM2,CIL-GDPCIR__ACCESS-ESM1-5,CIL-GDPCIR__BCC-CSM2-MR,CIL-GDPCIR__CMCC-CM2-SR5,CIL-GDPCIR__CMCC-ESM2,CIL-GDPCIR__CanESM5,CIL-GDPCIR__EC-Earth3-CC,CIL-GDPCIR__EC-Earth3-Veg-LR,CIL-GDPCIR__EC-Earth3-Veg,CIL-GDPCIR__EC-Earth3,CIL-GDPCIR__FGOALS-g3,CIL-GDPCIR__GFDL-CM4,CIL-GDPCIR__GFDL-ESM4,CIL-GDPCIR__HadGEM3-GC31-LL,CIL-GDPCIR__INM-CM4-8,CIL-GDPCIR__INM-CM5-0,CIL-GDPCIR__MIROC-ES2L,CIL-GDPCIR__MIROC6,CIL-GDPCIR__MPI-ESM1-2-LR,CIL-GDPCIR__NESM3,CIL-GDPCIR__NorESM2-LM,CIL-GDPCIR__NorESM2-MM,CIL-GDPCIR__UKESM1-0-LL,EURO-CORDEX__cnrm_cerfacs_cm5_cnrm_aladin63,EURO-CORDEX__cnrm_cerfacs_cm5_knmi_racmo22e,EURO-CORDEX__cnrm_cerfacs_cm5_smhi_rca4,EURO-CORDEX__ichec_ec_earth_knmi_racmo22e,EURO-CORDEX__mohc_hadgem2_es_dmi_hirham5,EURO-CORDEX__mohc_hadgem2_es_knmi_racmo22e,EURO-CORDEX__mohc_hadgem2_es_smhi_rca4,EURO-CORDEX__mpi_m_mpi_esm_lr_smhi_rca4,EURO-CORDEX__ncc_noresm1_m_dmi_hirham5,EURO-CORDEX__ncc_noresm1_m_gerics_remo2015,EURO-CORDEX__ncc_noresm1_m_smhi_rca4
2050-06-20,23.8436,28.2164,27.9454,19.4608,20.4411,26.2264,23.8831,22.9929,27.0559,27.1921,24.5762,22.9592,25.9249,25.4213,23.2564,23.9245,17.1387,32.5076,21.9797,30.3292,25.0269,27.6799,24.8171,20.9446,19.7814,22.4055,25.9424,26.5732,20.0170,24.0044,23.4159,27.9756,28.5974,19.5749,20.6140,23.1230,31.1033,27.5396,28.4038,26.8493,21.8687,23.0431,26.4214,23.6842,22.6176,16.7209,25.0479,27.5090,21.4824,22.1962,25.4745,26.2839,23.5230,22.2778,20.5515,25.2084,20.6846,21.7055,22.8456,23.1803,27.8936,17.5254,22.6089,19.0168
2050-06-21,25.1844,23.8866,22.8242,16.4750,21.3041,25.9340,23.0913,23.7808,28.3182,28.2503,27.2688,24.1044,26.5690,28.5183,24.5846,20.8443,19.5381,32.1112,22.6748,30.3780,28.3244,28.3785,27.6981,19.9602,22.9674,24.9168,23.7626,23.1223,20.6501,26.3973,24.7465,23.1077,23.0602,16.6984,21.4722,24.0249,28.7824,29.1784,28.9994,28.0519,20.6289,24.1688,26.9312,23.2416,20.4838,18.8618,28.5861,28.1404,20.3333,24.7983,23.5902,22.8699,24.3091,22.3470,20.9897,24.8746,20.5345,22.0672,24.1185,21.6936,28.0443,19.6734,25.2250,22.3715
2050-06-22,21.3107,23.7112,23.9128,17.9006,21.8513,25.7395,24.4108,23.4355,29.7586,21.5751,29.6635,22.5303,27.8716,22.4935,26.2776,18.7993,20.9187,30.6935,23.6546,30.4924,30.7489,27.1957,28.5660,21.4053,22.6878,26.8610,24.1610,22.2401,22.3553,26.9588,21.1781,22.7692,24.3721,17.7343,22.0970,23.6733,26.3015,31.2833,31.4277,21.5273,17.2129,22.9358,28.6996,24.4104,17.8993,20.2303,31.1580,26.9918,21.8076,27.2538,24.1797,21.8610,26.7796,20.2925,19.0311,21.9018,21.1003,23.0967,24.6871,21.6404,28.1002,22.1760,28.2104,25.6593
2050-06-23,21.1396,23.7109,22.5074,18.5009,24.4807,27.2113,27.8395,23.9065,30.6445,24.2653,30.6998,21.3709,27.9626,20.0946,22.6978,19.5567,21.4536,30.1507,24.8586,23.8006,24.4771,30.2536,29.8519,21.7919,23.5956,22.6208,24.3725,22.8662,24.9523,30.4369,21.1441,22.6537,22.6974,18.3974,25.0957,24.2409,27.9565,32.0592,30.7648,24.1872,19.2133,21.9334,29.2088,26.1882,18.4190,21.0362,24.6956,30.0593,21.9852,22.9281,24.2187,22.5856,27.2872,20.3958,19.1466,22.7323,22.2599,23.6357,25.4075,23.1604,26.1722,24.3799,30.8274,27.3755
2050-06-24,21.0705,25.2721,21.4255,19.5476,26.0841,29.6809,24.9523,24.3674,31.2276,27.3879,29.1701,21.9466,27.9563,21.6818,22.1335,18.2153,22.2804,28.4576,26.4239,22.3452,18.3643,31.0330,31.8332,22.2762,28.3930,23.1196,26.2057,24.4622,25.0642,30.7361,21.1970,24.0990,21.4444,19.7636,26.6507,24.4558,26.2633,32.3144,23.5634,27.1945,20.3592,22.5436,29.3812,22.5191,17.4362,21.8833,17.9793,30.5496,22.2056,23.3077,25.7291,24.5149,30.9276,20.2537,18.8745,22.0005,23.5777,24.3135,25.5560,25.5150,20.7346,26.2463,30.1579,27.7340
2050-06-25,20.6148,26.0177,21.7910,21.4705,27.9304,30.6392,26.4037,23.8170,31.3039,21.1115,28.1536,22.8104,27.2827,19.7768,23.5329,19.7853,23.3752,25.4978,25.2490,21.1775,18.1349,29.3085,31.3995,20.8936,27.7915,27.9871,28.8306,26.7376,22.4970,32.8375,20.6851,24.7179,21.8431,21.7873,28.2788,23.7154,23.4093,32.4740,17.9645,20.8919,20.2785,23.5499,28.5322,21.6056,19.1603,22.3961,17.1902,28.7737,20.7056,28.2088,27.4108,26.7621,30.9958,19.3866,17.6528,21.0620,22.9061,25.2648,24.3388,27.2656,18.2240,27.2705,29.9009,28.6186
2050-06-26,22.2255,27.0714,24.1729,21.8117,30.1100,29.4518,25.7628,23.8003,31.2770,22.3137,24.6092,23.6822,26.9307,21.0461,24.6701,23.9091,24.5650,24.8514,22.9562,23.0630,17.8539,29.6069,32.8565,20.6196,21.5880,28.1655,24.9800,26.1749,24.4955,33.8740,22.1281,25.6476,24.1917,21.6813,30.0379,23.3950,22.9510,32.4814,15.9080,21.8407,19.8704,24.1934,27.8843,22.8353,23.0451,23.5647,17.0959,28.8489,20.0357,28.1031,24.0865,26.1450,31.8733,18.0413,17.6559,18.8621,22.2496,25.5265,23.2530,24.1367,21.5325,27.3770,31.7890,26.9480
2050-06-27,25.6615,27.3130,24.6243,20.2647,31.0533,27.8102,27.3248,22.3508,30.3117,29.3758,25.9527,20.4040,26.4274,23.0282,26.6310,22.7913,26.4281,22.2956,22.4337,23.6894,18.8310,25.9506,31.7554,21.1314,22.3323,28.3506,23.2005,24.8208,25.0491,30.2529,25.4156,25.8083,24.4162,19.9100,30.0300,21.6784,18.8465,31.3530,17.4007,29.0268,21.8276,20.8409,27.2689,24.1353,22.1619,25.5174,17.6716,25.3700,20.3384,27.9912,22.4837,24.5897,32.5666,18.3820,17.4865,18.6856,22.0110,25.0818,23.0322,23.9703,24.7600,26.5584,30.2095,24.0530
2050-06-28,28.3276,27.7209,23.6147,20.6986,28.7833,23.7466,28.0486,23.0418,30.1876,29.5949,29.7235,18.8078,26.3811,27.1094,29.3997,19.7293,27.2256,23.5594,23.3285,24.7461,20.3049,26.7174,28.2010,21.5559,25.1884,30.1862,21.1622,24.7506,26.0698,29.4241,28.0052,26.2352,23.2240,20.7811,28.2172,22.0383,20.9486,30.7699,18.4145,28.6306,25.2383,19.1893,26.7274,26.1106,19.0644,26.2187,19.5082,25.7714,20.6086,29.5038,20.2693,24.5150,29.1978,17.4275,16.6410,17.9436,21.3932,24.2627,24.0791,25.5603,19.8445,23.9773,26.9479,23.8307
2050-06-29,28.8396,25.2951,25.8257,18.5362,26.2611,25.0812,27.4196,24.0971,29.3586,27.0213,29.7665,20.3402,23.5786,30.1032,30.1557,19.5017,27.6602,25.9867,25.4953,26.1742,22.8230,24.0332,26.6578,22.3417,27.3051,27.8986,23.0902,26.8593,26.5178,31.6091,28.4136,23.4889,25.2857,18.4741,25.9289,23.0794,22.7633,29.4816,18.8040,26.2536,29.7880,20.0631,23.3252,28.9569,18.4017,26.3653,21.9078,22.9260,21.4015,27.2295,21.6517,26.4165,28.2820,18.0364,16.8818,17.0091,22.6093,22.3577,22.0550,22.1419,18.7280,20.8111,25.6297,22.5738
2050-06-30,29.1728,22.4244,27.6338,18.9276,24.4518,26.6427,26.9274,24.7279,27.3043,24.3441,26.6930,21.3440,24.0020,24.6890,30.3312,21.8873,23.9167,24.7485,26.3856,21.5041,24.6252,26.0643,21.7246,24.3410,26.6602,27.2462,24.6086,29.0588,21.9218,32.7538,28.8522,20.8429,26.9962,18.5358,24.2087,23.7313,19.8877,27.6183,22.4393,23.6844,32.1951,20.8900,23.5721,29.7228,20.9426,22.2379,24.0922,24.9180,23.3336,26.6499,22.7577,28.2847,30.8899,19.5619,17.5739,18.3382,21.7505,22.8143,20.5594,20.8442,17.4840,18.2719,22.1531,19.2980
2051-06-01,23.0532,20.8330,19.6467,24.4235,18.3605,19.0333,16.9108,23.1291,19.3357,21.9608,17.1114,20.5360,27.2345,21.7543,19.7832,16.6744,25.8375,22.5138,24.0917,18.0129,18.2720,19.1257,15.9913,18.8974,18.7605,18.4350,23.3624,21.2458,18.2489,28.7214,23.2179,20.5216,19.5085,24.5154,18.4013,22.8456,15.1372,19.2388,16.3265,21.7707,14.1180,20.5968,27.4794,20.2272,16.9161,24.5530,18.3090,19.2316,18.6782,18.1195,24.1910,21.3684,28.8558,19.1571,18.5115,17.8862,16.0126,21.1584,20.8830,20.4093,21.0655,19.7101,24.3185,17.9917
2051-06-02,26.0547,21.2968,22.4685,27.0695,17.6939,24.4092,18.2182,23.1039,18.8349,20.4960,17.8745,18.1232,19.7242,20.4383,26.2920,15.4714,25.1502,22.8109,27.0746,18.2923,20.3567,19.5695,17.0618,17.3251,18.5554,16.9661,28.9068,21.8796,18.3266,27.6426,26.5837,21.0067,22.5816,27.2795,17.7521,22.7932,14.2722,18.9036,13.6370,20.3408,13.7992,18.3987,20.3754,19.7095,15.4394,23.8641,19.8489,19.1523,16.9432,16.1811,28.9634,21.7472,29.6075,16.4919,14.7180,16.0540,19.1764,21.3513,22.1596,21.6898,18.7408,20.3655,25.1673,19.7013
2051-06-03,26.3307,20.9130,25.4018,25.0072,16.6270,27.8404,16.6079,23.3739,15.8467,22.3429,17.9490,15.3050,15.5219,19.9583,23.1385,16.1364,27.0143,24.0805,23.7625,17.1291,21.6075,20.2054,18.5733,17.5217,21.1719,17.4101,30.2914,21.1519,19.1696,25.3027,26.9988,20.7470,25.0644,25.1878,16.3486,23.1007,17.8015,16.3640,13.7404,21.4984,12.8782,15.4608,15.7602,27.0089,16.2968,25.3374,21.3507,19.5950,17.0234,16.5798,30.5406,20.5325,28.1184,18.4400,15.0459,16.0540,18.2781,24.7037,24.9913,25.0716,18.0225,20.0060,24.0142,19.0790
2051-06-04,24.9730,22.1035,22.6483,21.5770,18.6163,25.5061,18.3465,24.6652,16.4549,22.7778,18.4790,15.7145,15.8108,23.2984,17.6942,17.2344,27.1564,23.0863,26.3395,18.2377,21.1885,21.4930,21.1593,18.2814,23.5706,18.2677,31.1265,20.5301,21.5297,28.2056,25.2475,22.0058,22.8706,22.0074,18.7697,24.7857,19.2661,16.7211,15.4105,21.8788,16.6265,15.4830,16.2810,23.7501,17.3575,25.3412,21.1651,20.6746,17.9424,17.9250,30.6313,19.6254,25.3255,20.1233,15.2224,16.0104,16.0542,25.1509,23.2498,26.2971,17.7729,16.3301,23.7614,17.3645
2051-06-05,22.5317,25.8930,21.9710,22.9921,18.6656,18.7189,17.6409,24.5553,15.7248,23.0717,18.7363,15.3147,18.5604,23.3544,18.4697,17.0987,26.4281,20.7017,28.2712,19.0763,21.0008,24.0750,20.0258,18.3396,20.0763,19.4698,30.4553,17.9654,21.9558,30.1203,22.2571,25.4622,22.3297,23.0421,18.4901,24.6552,20.4912,16.0878,17.8360,22.1688,19.3619,15.2254,19.1601,17.6794,17.2585,25.4766,20.7623,22.9730,18.0616,19.1476,29.8986,17.1789,28.7352,18.5729,15.0371,15.7978,19.2922,23.6592,21.3210,25.4276,17.2008,16.1079,24.6846,17.0549
2051-06-06,21.3449,27.6680,22.7188,26.6504,15.8256,17.5048,17.4641,24.0858,15.4794,21.5973,18.1461,16.7566,20.9323,19.7598,24.1831,19.2588,26.8656,22.3067,30.5610,19.8754,21.4397,21.2660,17.2082,23.3582,17.4978,23.9337,27.8548,18.3364,21.8558,26.9934,20.9164,26.9778,22.8025,26.5300,15.7614,24.1824,23.0327,15.7091,19.8923,20.9272,21.4158,16.5903,21.5928,18.5207,19.3413,25.7844,21.3760,20.1015,23.0264,23.8938,27.4840,17.5041,30.8568,21.7222,18.5081,18.0917,17.0726,27.6073,27.1025,28.0628,17.4663,18.2855,25.1904,17.9993
2051-06-07,22.9952,25.7674,21.3056,23.5784,16.1750,16.8400,18.2943,23.6370,17.5508,19.3549,19.2290,18.1261,21.8486,22.4025,28.7011,22.2141,24.5585,26.4139,31.4408,20.7086,21.5700,18.5116,18.4968,25.8337,20.4625,25.9378,24.9359,22.9635,21.8010,25.0588,22.3703,25.3001,21.2726,23.3649,16.4810,23.7419,24.5027,17.4899,19.3813,19.0296,23.4411,18.0264,22.7881,24.6221,22.1295,24.0619,21.4752,17.7580,25.7782,26.1120,25.0066,21.9461,27.0332,22.2532,21.4944,20.2183,15.3326,27.7454,27.4270,28.4944,16.4800,19.2275,25.5337,19.4715
2051-06-08,19.9256,24.1184,19.1327,21.9877,16.0983,18.3003,19.9271,23.0365,20.2861,19.3154,21.7777,19.2091,23.5856,28.2277,28.6207,24.7951,22.6040,26.9668,31.2279,21.2601,22.7971,22.3015,17.1953,27.2322,23.1380,20.5157,24.3369,25.2927,23.8307,26.4798,19.7069,23.9887,19.1873,21.8461,16.7435,23.1276,22.7484,19.8858,21.7075,19.0657,24.2106,18.9037,24.5616,28.9309,25.1769,22.2392,22.7219,20.9663,26.9587,20.1749,24.4815,24.3551,25.0719,24.3555,23.1992,24.2451,16.9957,28.3601,27.6429,29.1827,16.2531,19.6561,25.1154,20.7240
2051-06-09,21.6735,24.0977,18.6798,22.3208,18.8821,18.2703,18.1473,23.2214,23.1551,21.2149,21.4607,20.1834,25.2101,25.1987,27.5871,24.6790,24.6417,26.6611,28.6739,21.6887,24.8492,23.7075,14.9627,20.6962,22.0356,19.3740,25.1263,26.0104,26.2617,27.4457,20.9825,23.8611,18.6978,22.1780,19.3316,23.5053,19.7725,22.5357,23.9409,20.6982,21.3210,19.8314,25.9018,28.6797,24.8268,24.5187,25.6330,22.4281,20.9040,19.0893,25.3362,25.1778,26.5487,27.0299,18.8591,25.1453,19.2886,23.2965,22.0826,25.0998,15.5094,16.0259,22.9326,19.0569
2051-06-10,22.3204,22.1214,17.7029,25.7843,19.8927,16.0548,17.4098,24.1789,23.8267,22.3539,20.4636,20.4641,26.5219,24.2562,27.5457,23.3345,24.1325,28.8936,25.1067,21.1762,24.2946,22.0631,15.6372,17.9485,21.7611,19.1150,24.9196,26.1952,26.2296,25.4369,21.6909,21.8605,17.7121,25.4013,20.4603,24.5825,20.1043,23.2511,26.5379,21.8447,18.6140,20.1862,27.1584,27.7853,23.5356,24.3405,24.9857,21.0341,18.1671,18.8565,25.0953,25.7119,27.6457,25.2771,14.4641,24.6921,20.9685,18.5150,19.7789,21.3956,15.8120,16.8798,23.2438,18.5688
2051-06-11,21.0201,22.2441,19.0467,26.9936,20.9759,15.8289,15.7868,23.7253,23.2203,23.8496,21.5765,23.0181,28.6911,25.6349,28.0217,23.7593,23.1293,32.3782,20.9129,22.2194,22.2747,23.3414,14.0298,15.8436,20.2588,18.7046,23.4111,23.6727,27.3811,23.6807,20.3518,21.7612,19.1609,26.9415,21.4068,23.9148,21.4412,22.9554,25.0690,23.4819,19.5465,22.9391,29.5101,27.8714,23.7144,23.2750,22.6144,22.4514,16.2107,18.4396,23.5818,23.0325,25.5780,21.4077,13.6929,24.2551,21.1360,17.5259,21.3603,20.4693,14.9689,16.6133,25.3004,20.8261
2051-06-12,19.1284,21.9513,19.0879,27.7386,27.6537,19.2738,17.0702,23.2167,23.1750,24.8108,21.3039,24.7790,29.4790,27.5860,24.5613,22.1434,23.3938,32.4270,23.7750,22.9933,21.8042,20.9118,16.1807,15.4861,20.1116,19.3991,23.5865,22.6932,25.6986,25.2106,18.5979,21.7350,19.0953,27.8729,27.2569,23.5259,20.2420,22.8837,23.7426,24.6058,21.0776,25.1041,30.4332,28.1276,21.8841,23.3548,21.6325,20.3318,15.7591,19.0378,23.7516,22.0049,23.5943,21.5315,14.4668,23.0568,19.3871,20.1308,23.7625,21.1401,15.7079,17.6209,25.2111,19.3362
2051-06-13,17.6011,21.3810,17.9724,29.1479,27.0057,26.2482,16.7881,22.6889,22.1125,26.9696,20.0296,26.3046,30.9426,28.3971,26.3635,22.4052,25.5088,25.5086,27.3398,25.1885,20.1175,18.2556,18.9637,16.0847,21.3030,18.6250,22.5200,22.7667,23.9580,26.9380,16.9693,20.8363,17.7939,29.0104,27.0390,22.9408,20.3589,22.1640,26.6668,26.8728,23.1310,26.5183,31.7700,24.9194,22.4622,25.1559,19.6244,17.4049,16.2910,18.5026,22.5155,22.1476,25.2844,21.2774,15.0488,23.4725,19.7513,23.2047,26.2442,22.5112,15.6965,17.3371,23.7331,17.9928
2051-06-14,17.1183,21.2973,19.1979,29.8179,28.2016,22.0814,20.8901,22.8331,21.0949,28.0035,20.3147,27.5510,29.9638,28.8484,31.3421,23.1114,29.2929,21.2744,29.6847,27.0144,19.4668,18.2860,23.0976,18.8025,24.4412,21.2106,19.0856,20.8556,23.5148,27.9330,16.5713,20.8938,19.0896,29.8484,28.4578,23.1553,19.3675,21.2943,27.6724,28.0940,21.4384,27.6448,31.1031,26.8105,23.4754,29.8972,19.1774,17.4367,18.7675,21.0501,18.9762,20.2161,27.1606,20.3316,15.8295,24.1310,21.6644,23.6677,22.2611,23.1821,15.6799,16.8929,23.0355,17.6776
2051-06-15,17.9034,20.8491,19.6164,29.1126,27.3058,18.2139,20.7567,21.5281,21.7900,28.3928,22.3847,27.7444,27.9190,27.6893,32.0418,23.6906,31.8347,25.1336,31.0082,22.1653,21.0094,21.4734,19.3627,20.0919,27.0899,23.0412,18.6165,18.6624,21.6258,22.2984,17.3871,20.4992,19.2660,29.1327,27.3833,21.7221,20.9734,22.0119,27.3506,28.3624,21.2830,27.5727,29.0242,31.4084,23.4909,33.5259,20.6475,20.6974,20.2667,22.7321,18.2003,18.3672,28.2601,21.1479,15.7343,24.6076,23.3365,21.9230,19.6714,21.4364,16.1785,17.9320,23.8181,18.7646
2051-06-16,19.8025,20.5617,17.6831,25.8924,24.7408,18.6206,18.4315,19.7116,22.0918,28.9418,25.0311,22.9071,23.5101,22.7565,33.1104,24.1291,33.2797,30.4157,32.1485,23.1907,23.9584,26.4631,19.6627,21.2657,22.4860,24.5804,21.3658,17.4324,21.1876,20.6230,19.2780,19.6862,17.3704,26.1501,24.8364,19.4206,23.5187,22.2261,25.4487,28.8427,21.2391,22.7524,24.2522,32.0120,23.4861,34.8167,23.6802,25.8169,21.6529,24.4440,20.6210,16.8752,21.8872,20.2410,16.5643,23.5274,26.3291,23.6838,22.0276,23.2243,17.2346,18.7194,25.3034,21.7819
2051-06-17,20.9490,22.9820,20.0139,27.3593,25.6541,19.7481,18.8413,19.5000,18.7723,29.3828,23.9641,23.4091,22.5090,21.3718,32.9320,23.5582,33.0090,29.4459,32.7323,22.9896,19.5200,27.3367,19.0744,21.9550,23.1168,25.2751,23.5721,17.6840,21.3470,22.1377,20.3488,22.3499,19.9156,27.4115,25.6122,19.0336,25.0000,18.6838,26.1372,29.0128,23.6906,23.3927,22.8624,32.8186,22.7291,33.7820,19.3491,26.9578,22.5337,25.2924,22.9926,17.0227,20.1683,21.1342,17.6125,22.0208,24.2177,24.9888,24.1569,27.0355,16.3194,18.0469,23.6286,19.7330
2051-06-18,22.6296,23.1696,18.6645,28.3951,25.8267,23.0584,18.4867,20.1842,17.4339,29.7410,23.8099,23.2778,21.6828,21.5186,33.4981,21.5246,35.0201,28.3595,30.6231,25.1435,17.2599,21.2880,19.0343,21.1804,21.9689,25.4689,25.4231,20.1525,22.3890,24.1754,22.2660,22.5923,18.3364,28.1311,25.8892,19.8044,23.7113,17.2664,27.7241,28.9688,25.7619,23.3099,22.2073,32.7286,20.3986,35.7855,16.6051,21.0284,21.6173,25.5110,25.0907,19.1106,22.1363,20.4937,17.3748,20.0358,23.1649,26.3510,24.2271,27.4581,15.2255,17.5487,23.4595,20.4338
2051-06-19,25.6819,25.2300,20.5375,27.8587,22.7962,24.0062,20.6267,21.5792,18.4129,31.1179,21.8152,21.0875,22.8795,19.5114,33.2522,20.5435,30.0782,22.8229,31.2052,27.4662,20.4091,24.8365,19.4640,23.8808,23.5191,25.3197,26.1979,20.2475,24.1727,23.1439,25.1639,24.7990,20.4698,27.6989,23.1572,21.5610,23.9423,18.3932,22.3517,30.1326,25.9666,21.2287,23.4386,33.2397,19.2787,29.7742,19.5824,24.6210,24.6884,25.4345,25.7737,19.4757,24.6229,21.3687,17.4255,17.5786,18.3070,24.9763,23.2719,25.0094,14.1067,19.1731,23.4296,20.5936
2051-06-20,25.2082,27.7217,21.6695,28.7204,23.5246,26.1260,23.6589,22.7109,20.0797,32.1223,23.9344,21.7924,26.8909,18.4659,34.0467,20.8733,25.3059,25.0156,24.9062,23.1399,24.3966,26.9685,20.4289,27.7393,25.4855,26.9950,23.8886,19.7854,27.9571,24.5441,24.6193,27.5586,21.7730,28.5413,23.8226,22.8265,27.2020,20.1308,22.2741,31.7863,24.0923,21.8231,27.6793,33.1934,19.5586,24.7877,24.4038,26.8420,28.2972,27.2982,23.8101,19.2617,23.3444,18.8428,16.4749,16.8209,22.0610,26.0480,23.4571,25.0742,15.3442,18.1673,20.8083,19.6084
2051-06-21,21.8397,28.8592,23.0431,28.5165,25.9954,27.2633,18.9970,23.3805,23.6582,32.1095,25.0442,22.7826,29.7427,20.5660,34.4265,21.6735,27.4713,26.8218,22.6419,20.3626,28.1481,25.2416,21.9742,23.8785,26.0020,28.0385,21.7489,21.0266,26.6523,27.0682,21.7207,28.6181,23.3025,28.5090,26.5470,23.5661,28.6809,23.8072,22.1190,31.9406,22.8808,23.1323,30.3140,33.9583,19.9898,26.8402,29.0225,25.3186,24.8207,28.5600,21.6046,20.4693,24.9167,17.5504,15.4774,16.6292,27.6661,27.1830,25.5656,28.2175,16.5972,19.0147,21.8258,19.8664
2051-06-22,19.9402,31.4589,23.1892,24.5783,26.8306,27.9623,16.9700,24.8744,22.1550,30.8009,26.9071,22.2359,25.2988,21.8536,33.6467,21.6888,30.9380,26.3926,23.6280,23.0208,28.5575,22.3530,21.1049,19.1169,26.8818,28.6722,22.4568,18.3213,26.1761,26.3681,19.7978,31.3249,23.4163,25.1053,27.5466,24.9336,27.9315,22.4852,22.4189,30.7658,22.4226,22.7957,25.8367,34.2987,19.6110,31.3816,28.5788,22.3819,19.3441,29.3726,22.2252,18.2733,27.6423,18.8418,17.0915,17.7198,21.5205,29.6404,26.9888,30.3063,18.7762,19.2024,23.2694,20.8126
2051-06-23,19.3432,29.6441,23.0825,23.7530,27.6379,27.3148,18.5706,25.7922,25.7374,28.1704,25.5556,24.9958,20.4956,20.7590,30.7381,21.9016,31.9844,26.2840,24.7932,22.6390,25.4470,21.1754,16.3551,18.3441,28.2804,29.4652,24.6532,19.0655,26.7374,28.8843,19.5686,28.7714,23.3373,24.4318,28.3206,26.0866,20.5562,26.2503,23.1042,28.7054,24.0977,25.7409,21.0096,33.5826,19.9822,32.4752,25.6205,20.9676,18.4296,30.4001,24.3604,18.7999,26.7586,20.3315,17.6962,18.6434,16.9800,31.5066,29.0092,31.6356,23.0196,19.6075,25.1871,22.5383
2051-06-24,19.9331,25.6225,20.7889,26.1580,24.1670,26.3667,17.8827,24.9022,28.5860,28.6463,21.3197,26.0912,20.0339,20.3007,30.2266,22.6248,31.2042,28.6901,28.5642,24.9573,27.4441,21.2703,17.5143,18.2561,27.9530,28.9053,27.3474,21.5789,23.1439,33.2469,20.1294,24.5222,20.7399,26.6552,25.0310,25.1853,21.0733,29.7639,21.7860,29.1463,23.1258,26.5488,19.8765,30.6482,20.7793,31.3979,28.1147,20.7488,18.2803,29.6575,26.5825,21.3791,29.2749,19.9138,17.6933,18.6696,19.2036,31.8738,31.7259,32.7789,23.9883,19.4928,24.2169,21.1535
2051-06-25,22.4350,25.1913,20.4066,29.2946,20.3857,25.2838,20.6197,24.7117,29.7893,29.2602,21.0068,24.5156,22.3061,21.3426,27.5467,21.5556,29.1929,31.1503,28.0125,22.1768,31.1793,21.3304,21.2174,19.7576,25.0643,28.1529,25.5329,23.0317,19.9589,26.1571,22.2921,23.8126,20.3652,29.7215,20.6667,24.6511,23.4409,31.1629,21.4253,29.4849,22.9880,25.1862,22.7960,30.1038,19.7894,28.6337,32.1591,20.4997,19.2551,28.7731,24.7092,22.8527,33.1325,19.6381,17.6912,18.5390,22.4665,31.8227,33.0224,32.2580,21.3224,20.5508,25.4064,22.1906
2051-06-26,23.9513,27.9810,21.7439,26.2733,20.2012,25.3875,27.2000,23.8440,27.9322,30.9198,21.6384,27.3566,25.8395,23.8641,24.8469,22.1941,26.5756,27.6282,25.9130,22.9056,30.6746,23.5196,21.9703,20.8799,26.2101,28.2892,24.9273,22.7445,22.7985,27.4724,23.8218,26.8345,21.5784,26.4600,20.3988,23.4377,24.2591,28.8455,21.1783,30.9547,24.7661,27.3498,26.3696,27.3327,20.9734,25.5830,31.5462,22.6546,20.2701,28.5987,24.0207,22.6343,26.1567,15.7698,14.6185,15.4041,22.6694,32.8575,33.4918,34.0327,17.3656,24.9043,27.8813,25.6899
2051-06-27,24.5226,30.0963,25.5232,21.2789,19.9932,22.9569,23.3813,25.1980,27.4035,31.3227,22.9125,27.4466,23.7658,29.6047,26.3809,23.8392,24.6930,28.9017,23.2811,21.1179,28.2910,26.3321,17.4818,23.9415,27.9516,25.3798,27.7119,22.4719,24.5233,29.7009,24.2655,28.7188,25.2322,21.4072,19.7774,24.6408,23.8280,28.3518,20.7997,31.0472,26.2405,27.2893,23.9555,24.2567,22.7682,23.1886,28.8644,25.7286,23.3201,25.3033,26.5986,22.0179,27.4074,15.4038,14.6102,14.7325,23.0959,33.2127,33.6524,35.3373,21.7488,26.5667,25.7509,27.5069
