date,NEX-GDDP__ACCESS-CM2,NEX-GDDP__ACCESS-ESM1-5,NEX-GDDP__BCC-CSM2-MR,NEX-GDDP__CMCC-CM2-SR5,NEX-GDDP__CMCC-ESM2,NEX-GDDP__CNRM-CM6-1,NEX-GDDP__CNRM-ESM2-1,NEX-GDDP__CanESM5,NEX-GDDP__EC-Earth3-Veg-LR,NEX-GDDP__EC-Earth3,NEX-GDDP__FGOALS-g3,NEX-GDDP__GFDL-CM4,NEX-GDDP__GFDL-ESM4,NEX-GDDP__GISS-E2-1-G,NEX-GDDP__HadGEM3-GC31-LL,NEX-GDDP__INM-CM4-8,NEX-GDDP__INM-CM5-0,NEX-GDDP__IPSL-CM6A-LR,NEX-GDDP__KACE-1-0-G,NEX-GDDP__KIOST-ESM,NEX-GDDP__MIROC-ES2L,NEX-GDDP__MIROC6,NEX-GDDP__MPI-ESM1-2-HR,NEX-GDDP__MPI-ESM1-2-LR,NEX-GDDP__MRI-ESM2-0,NEX-GDDP__NESM3,NEX-GDDP__NorESM2-LM,NEX-GDDP__NorESM2-MM,NEX-GDDP__TaiESM1,NEX-GDDP__UKESM1-0-LL,CIL-GDPCIR__ACCESS-CM2,CIL-GDPCIR__ACCESS-ESM1-5,CIL-GDPCIR__BCC-CSM2-MR,CIL-GDPCIR__CMCC-CM2-SR5,CIL-GDPCIR__CMCC-ESM2,CIL-GDPCIR__CanESM5,CIL-GDPCIR__EC-Earth3-CC,CIL-GDPCIR__EC-Earth3-Veg-LR,CIL-GDPCIR__EC-Earth3-Veg,CIL-GDPCIR__EC-Earth3,CIL-GDPCIR__FGOALS-g3,CIL-GDPCIR__GFDL-CM4,CIL-GDPCIR__GFDL-ESM4,CIL-GDPCIR__HadGEM3-GC31-LL,CIL-GDPCIR__INM-CM4-8,CIL-GDPCIR__INM-CM5-0,CIL-GDPCIR__MIROC-ES2L,CIL-GDPCIR__MIROC6,CIL-GDPCIR__MPI-ESM1-2-LR,CIL-GDPCIR__NESM3,CIL-GDPCIR__NorESM2-LM,CIL-GDPCIR__NorESM2-MM,CIL-GDPCIR__UKESM1-0-LL,EURO-CORDEX__cnrm_cerfacs_cm5_cnrm_aladin63,EURO-CORDEX__cnrm_cerfacs_cm5_knmi_racmo22e,EURO-CORDEX__cnrm_cerfacs_cm5_smhi_rca4,EURO-CORDEX__ichec_ec_earth_knmi_racmo22e,EURO-CORDEX__mohc_hadgem2_es_dmi_hirham5,EURO-CORDEX__mohc_hadgem2_es_knmi_racmo22e,EURO-CORDEX__mohc_hadgem2_es_smhi_rca4,EURO-CORDEX__mpi_m_mpi_esm_lr_smhi_rca4,EURO-CORDEX__ncc_noresm1_m_dmi_hirham5,EURO-CORDEX__ncc_noresm1_m_gerics_remo2015,EURO-CORDEX__ncc_noresm1_m_smhi_rca4
2014-06-23,23.0971,22.0477,24.4098,26.9730,28.5177,18.5459,20.3080,27.7576,29.6921,22.1697,32.0292,26.9242,22.1791,17.3663,21.3900,23.4274,20.6580,20.0562,29.0280,21.4055,24.1733,21.9672,28.2371,25.2179,20.6268,20.3510,28.2558,24.5933,16.3531,20.0997,22.7217,20.9622,24.7307,26.4917,28.2913,27.6069,22.6322,30.9875,28.7996,22.2602,28.2694,26.7933,22.9238,22.4546,22.5146,20.7181,23.9837,21.9927,25.4421,20.3135,26.8830,24.7870,25.2389,18.5872,19.3496,18.0510,17.9478,30.3359,28.7842,28.9200,17.8472,17.9552,21.2841,19.5520
2014-06-24,27.6969,20.7361,23.6187,28.6744,27.5161,18.6982,18.9470,29.2202,30.4177,23.8286,33.0998,22.0066,19.8000,19.8783,23.1698,25.6910,20.3089,22.6929,29.3906,22.8027,21.5843,21.3954,29.1156,24.7654,23.8926,21.1032,28.8439,24.0980,18.0746,22.3149,27.1940,19.1630,23.9404,27.9377,27.6276,29.2124,23.0325,31.4476,25.3292,23.8356,27.3045,22.3171,19.9866,21.3975,25.0751,20.0673,21.4378,21.1403,24.7569,21.2712,27.4758,24.2762,20.2372,17.8889,19.2326,17.3260,18.1254,29.1776,26.7249,27.3107,19.2965,16.5708,19.9232,18.3044
2014-06-25,29.2918,19.5872,25.7294,30.8432,28.1945,18.3661,18.6063,27.4780,29.8805,26.5340,32.0106,21.8101,22.6797,19.6458,27.0802,27.4021,23.0194,24.8462,29.4676,22.2421,22.7110,23.1679,27.3363,24.9583,26.2047,21.1944,28.3163,21.6892,19.8976,25.8144,28.7823,17.9490,25.8388,30.4684,27.8982,27.2735,21.3003,30.9355,24.3235,26.2730,26.3083,21.9954,23.2419,23.1297,27.0760,22.7347,22.9159,22.7788,24.9000,21.2277,27.1984,21.6038,22.8394,19.1080,18.2376,17.1600,16.7448,30.3578,27.1769,26.7756,17.5583,16.4789,21.7639,18.0088
2014-06-26,25.3810,20.1347,29.7419,33.0864,29.5299,19.5124,20.1926,28.0212,29.7082,23.5078,28.6349,26.2180,23.5638,20.2212,26.7838,25.2630,24.1720,23.3480,30.3447,20.0659,25.8569,24.5411,23.3507,23.0112,29.1374,21.0893,27.2563,18.6701,18.6647,29.0758,24.8975,18.4087,29.3124,32.7048,28.9349,27.5090,20.6465,30.5846,19.9166,23.2258,24.3893,25.9814,24.1514,27.0043,24.4978,23.8255,26.2141,24.1921,22.7083,20.9068,26.2060,18.4237,26.4074,21.7239,18.8706,19.2299,18.1244,28.7481,27.9325,27.4692,22.3844,18.2261,22.0829,18.6127
2014-06-27,20.3225,21.7941,28.6862,31.8886,31.5943,21.7731,22.2170,29.9118,28.8348,19.8443,29.6186,25.2537,23.0296,21.5719,23.2173,24.9293,22.9147,20.7763,29.8125,22.2149,27.8603,24.1826,21.0596,23.6640,28.8742,20.2205,26.5951,18.2424,17.3679,30.3502,20.2939,20.1131,28.6903,31.1225,29.7798,29.5382,22.3780,29.5012,20.0456,19.4338,20.5391,24.9883,23.7006,26.3074,24.5228,21.9237,28.1217,23.5591,23.0502,19.9430,25.4842,17.8897,28.4125,22.4925,20.2416,19.7318,17.7690,26.8213,25.6872,25.0327,23.6311,17.1227,18.3756,17.4917
2014-06-28,16.8755,22.8119,24.8180,29.8498,29.7244,24.6436,25.5342,31.8896,27.4441,19.1096,25.0075,23.9785,26.1672,22.0630,24.6379,25.1580,23.2529,21.5056,25.5325,24.5967,26.8975,25.3481,20.2599,27.1889,24.5290,21.9577,28.1644,19.9836,19.8730,30.8922,16.7172,21.1872,24.4345,28.8194,28.0398,31.1504,20.9910,27.9755,24.3594,18.6727,18.6813,23.8436,26.9062,22.2313,24.3751,21.6953,27.0256,24.6243,26.5555,21.4762,26.9147,19.3476,29.1444,23.2231,21.0985,19.5825,22.7989,27.0877,26.2247,25.0845,17.8582,17.6915,21.6044,17.0462
2014-06-29,15.7789,23.3805,22.0527,29.7104,31.2542,25.7932,27.8560,30.6116,30.3250,18.5987,21.1171,23.3206,26.1675,21.9065,27.0628,24.8412,25.0838,22.7526,26.6168,26.7780,28.8004,26.1227,18.0356,30.7538,28.7046,24.8455,28.6667,21.1060,20.2367,29.4021,15.1904,21.7177,21.4163,28.7276,29.5825,30.0247,22.9805,30.8788,28.4129,18.0594,19.1120,22.7200,26.6126,23.7549,23.7032,23.7127,29.3205,25.3375,30.2148,24.1843,27.0887,20.4147,29.4748,23.4774,22.7296,21.3758,23.5732,27.5995,27.6773,27.2865,16.8228,18.1241,18.6127,17.1871
2014-06-30,17.6206,23.3533,22.7692,29.0239,31.1893,23.8651,29.1126,26.6472,26.0417,19.3865,26.2192,24.3725,21.1067,22.9994,26.1482,25.7834,26.3003,24.1075,24.8346,27.8562,30.4082,24.6727,17.3451,33.1373,30.3768,26.6703,25.8106,20.6529,20.7748,28.7726,17.1936,21.7266,21.7270,27.7243,29.4818,25.6125,25.0166,26.1990,28.9866,18.7173,21.4740,23.3984,21.2104,26.4692,24.5547,25.3647,30.3303,23.9125,32.1974,25.7802,24.3653,19.9700,27.9649,23.6503,21.7542,22.0034,17.7785,25.5905,25.2924,26.6498,16.6546,18.7462,21.2918,19.6974
2015-06-01,15.8576,21.1890,13.7432,16.1492,24.1235,20.6331,26.0143,17.7636,22.8692,25.7286,26.4519,19.8907,22.7995,23.8289,18.6858,22.9555,18.1228,18.7501,26.0444,19.7825,17.8960,23.3999,19.9017,17.6643,16.5666,21.6721,22.2058,22.3088,24.5454,20.6384,16.1467,21.0782,13.4843,16.4033,24.4931,17.2734,19.7534,22.6811,17.1005,25.2477,27.3179,20.0087,23.5254,19.5066,24.0923,18.1781,17.5709,22.7844,17.3672,22.2892,23.1348,22.1714,23.6593,22.7507,20.9131,23.4679,16.2474,22.4849,23.5674,21.5554,17.0619,18.0721,26.6124,16.9012
2015-06-02,14.9094,18.2795,16.8294,19.2346,21.3970,19.4468,28.6625,20.1448,24.2828,26.6200,23.4828,22.8475,23.4611,25.8878,18.2789,22.5224,18.3397,19.4912,26.3601,15.1180,19.4491,19.4265,18.9923,17.3415,20.1652,19.2503,19.6047,21.3159,20.5436,20.9907,15.0185,17.9450,16.6818,18.9306,21.6082,19.5173,22.4100,24.1066,16.8316,26.1028,26.9682,22.9937,24.2052,18.9564,23.4680,18.2083,19.4387,18.7788,17.1197,19.0045,20.1709,21.2031,20.6324,24.2298,22.1334,24.0332,13.9412,22.9058,23.6523,22.6704,18.4691,21.1714,27.1927,18.8599
2015-06-03,16.4665,21.1705,18.1310,21.3099,23.1507,18.9196,30.6164,20.3462,25.4997,27.3551,25.3119,24.0916,22.5959,28.9295,18.9734,23.0817,18.3140,19.6572,26.5167,18.0628,19.8290,19.0894,16.6813,17.5077,21.2511,20.1594,19.8446,18.9785,21.2554,21.6390,16.5280,20.7501,18.4054,21.0042,23.0886,19.7663,23.0000,25.2374,17.7586,27.0060,27.0598,24.4150,23.4923,18.5373,24.2454,18.3001,19.8801,18.0208,17.2388,19.9074,20.1186,18.3750,20.8943,25.1988,21.9825,24.1930,13.3959,23.5351,24.1042,22.2295,21.7385,21.2210,27.2160,19.5960
2015-06-04,17.5792,22.2575,18.7307,20.2846,26.2666,20.8660,31.4125,20.4943,26.0668,23.5509,27.5819,23.4784,21.5011,30.2475,21.7170,18.2410,19.2504,21.7720,26.7366,17.0538,20.0636,21.0100,17.0504,18.0656,21.6694,21.6966,19.9719,23.3223,20.8626,18.8713,17.3926,22.2024,19.0730,20.1972,25.9997,20.0553,20.8597,25.9629,20.1471,23.0632,27.5052,23.6287,22.4267,19.3402,18.5499,19.1818,20.3227,19.9131,17.8827,21.7749,20.1911,22.9958,21.6782,25.2106,20.5460,22.0270,19.2465,26.2966,26.5960,25.2303,24.4338,19.1184,24.3119,16.5299
2015-06-05,18.8493,22.6718,17.7415,19.1006,28.9490,23.2813,30.3610,22.6330,25.9925,22.9792,27.7142,22.7737,24.0564,28.3848,20.7391,15.1722,15.4513,23.3676,26.9931,17.2420,21.7799,22.2507,19.5154,21.2329,20.5332,22.1561,18.2621,28.2487,19.7098,18.0841,18.4294,22.5614,17.8180,18.9588,28.2086,22.2663,21.2126,26.0910,23.1737,22.2206,27.7714,22.8286,24.7057,22.3864,15.4289,15.9148,22.3483,21.0996,20.7054,22.3664,18.1702,28.1933,18.4840,24.6918,17.7725,20.7368,22.4773,27.0856,27.5056,26.2829,19.7543,24.7619,26.7581,19.9714
2015-06-06,20.8384,21.3986,19.9518,19.7848,31.6007,23.6874,27.1073,24.0919,25.2198,22.9971,28.8900,22.7053,21.0679,26.7845,17.9099,15.4337,14.5415,24.2077,25.7509,16.4881,19.2185,22.6399,18.8950,25.6832,22.3685,21.9788,17.7327,26.7460,19.2482,17.9092,20.2360,21.2130,20.2902,19.3003,30.9212,23.8967,23.7964,24.8444,26.1075,22.1781,26.9368,22.7137,21.9858,21.2048,15.6689,14.9843,19.1848,21.6079,25.8242,22.0073,17.4823,26.2169,17.4371,25.3560,18.8349,22.9183,14.5101,26.9091,26.6421,26.6546,15.5085,23.9165,27.8216,20.6642
2015-06-07,20.6236,22.1091,17.6194,20.7537,30.5608,22.5957,24.9714,24.6356,25.6135,24.7268,27.9981,24.7648,22.1375,28.3571,17.5382,18.5683,13.8565,24.9520,23.9469,16.4542,19.8232,23.0635,19.7417,25.0791,21.9549,21.7735,15.4884,20.1420,22.8257,18.8063,19.9244,21.9095,17.6127,20.2870,29.8293,24.7374,25.5834,24.9787,23.6082,24.0263,26.2725,24.9376,23.0261,18.2119,18.7867,14.2967,19.4459,22.2499,25.3327,21.6920,15.5789,19.2547,17.1550,22.1470,18.3551,22.0464,14.1617,24.5511,22.8475,24.6143,15.5865,23.9676,27.2737,20.2838
2015-06-08,23.6838,24.3467,20.3390,19.3096,22.1086,21.4217,20.0122,25.6126,26.1188,24.0748,23.7787,25.7586,22.2859,28.2260,17.5707,22.0942,14.0167,25.5929,22.3425,16.0491,21.5264,24.4740,19.6058,22.7341,18.1626,19.0481,14.4563,20.2976,25.4782,19.7686,23.3878,24.1450,20.4975,19.0683,21.8512,25.9488,25.7743,25.4489,23.7910,23.3045,24.8448,25.7953,23.2552,17.8266,22.4358,14.5660,21.6500,23.6984,22.8239,18.8286,14.7263,19.7017,18.2974,21.1758,17.8323,18.9860,14.1950,22.8617,19.3470,22.8042,16.0720,20.5222,23.8527,16.3078
2015-06-09,25.7164,26.1927,24.4747,17.8454,22.7701,19.5297,22.7241,27.1886,25.3727,23.0565,22.0320,25.7036,22.7228,28.7056,19.0646,18.6972,15.5716,26.2782,19.9796,15.6608,22.3925,23.5703,18.9440,20.2517,17.0736,20.2354,17.5841,22.4570,26.8542,20.8892,25.6561,25.9526,25.4826,17.7655,22.2698,27.6921,25.5622,24.8229,25.4369,22.3985,24.7992,25.7934,23.5433,17.9504,18.7434,15.8473,22.7928,22.9539,20.4004,19.7936,17.5590,21.4946,19.4239,21.4519,16.0560,19.0286,13.3427,23.8489,19.6212,21.2917,19.7803,17.3290,19.3776,14.0384
2015-06-10,21.0485,26.5264,24.1029,17.5689,20.9702,18.5726,23.3458,28.5617,23.7595,23.0951,19.5943,25.3696,20.6864,28.1776,19.4627,18.3827,18.8487,25.9666,19.9897,18.6170,21.7731,22.4614,18.6527,19.8111,19.2784,23.9381,19.8405,19.5075,26.7546,22.8064,20.4227,26.4475,25.8744,17.6914,20.9737,29.0986,25.0352,23.4955,20.8415,22.5388,24.4082,25.5842,21.5730,19.4244,18.0399,18.8832,21.9118,21.9502,20.1414,23.8736,19.8542,18.6145,20.7168,21.5642,14.7068,18.0486,13.9435,21.6935,17.0242,18.9829,23.9639,18.0955,18.4446,13.9055
2015-06-11,19.4483,23.5697,22.8129,17.0344,17.2079,17.9217,20.7856,28.4093,24.7232,24.3305,18.1946,25.3117,24.3300,26.4197,19.5584,21.7647,21.7830,25.7476,21.0546,18.8690,22.3492,24.5851,18.1530,21.4639,20.9900,26.2557,21.0975,17.2704,22.7024,24.7364,18.9100,23.4682,23.8880,17.0723,17.8152,28.7061,23.5041,24.7583,19.2675,24.0910,21.5575,25.6200,25.0161,19.8076,22.1362,22.1242,22.8038,24.0398,21.7421,26.5269,21.2377,16.5785,23.0845,22.6915,12.9914,18.8376,12.7120,17.9076,15.6235,16.1289,22.3687,19.9271,18.8302,16.4368
2015-06-12,18.5048,21.9852,22.0907,16.5460,16.3661,17.4347,25.6836,27.0839,25.6460,24.6132,17.2737,23.2293,21.5484,23.4433,19.7643,23.5624,21.7399,25.9557,22.0757,16.1151,23.1454,19.7526,19.6212,22.5077,27.0440,25.0822,21.5935,17.0347,18.2876,25.7621,18.1303,22.0957,22.8819,16.3383,16.9798,26.9989,22.6516,25.8984,21.7492,24.7313,21.0110,23.3535,22.1509,19.8179,24.0356,22.0535,23.4789,19.8691,23.1583,25.5102,21.8755,16.6438,25.5926,24.3654,14.2409,20.7514,13.2185,17.3470,16.0062,16.2734,24.0630,19.6689,18.4717,16.3443
2015-06-13,16.9508,25.0510,20.1672,17.7308,17.5674,16.7709,27.2262,24.6325,26.4756,24.0551,20.1061,22.6194,23.8415,24.7445,19.9318,24.0458,18.7381,26.0269,20.1336,17.7873,23.5299,18.8874,22.5986,18.5218,22.5535,23.0644,23.0281,18.1924,19.1896,26.6060,16.5886,25.2635,20.6404,17.5033,17.9542,24.9608,17.1774,26.9303,24.7459,24.0458,22.2185,22.4609,24.4102,19.8857,24.2838,18.9056,23.7673,18.4465,18.8671,23.5380,23.3085,17.6263,26.2767,24.6128,14.4401,22.6102,14.4488,18.3375,16.1552,16.3359,26.0261,19.2350,17.7589,17.7152
2015-06-14,15.2360,23.3050,18.8925,21.4458,17.4678,16.3620,27.0500,23.5075,24.6999,21.3166,22.5011,21.0701,20.6290,24.6128,21.1234,18.3042,18.9159,24.6584,19.8172,16.9151,23.5720,21.1666,24.1840,20.1696,18.7754,24.8272,24.7872,19.7024,22.3436,27.5295,14.6585,23.4072,19.1185,21.5935,17.9625,23.8470,16.4381,25.1032,23.4712,20.8643,24.2772,20.7907,21.1443,20.0786,18.2128,19.2033,23.7398,20.6145,20.8774,25.3998,25.1305,19.2103,27.4296,24.0973,16.6367,22.7076,14.6451,20.9688,17.5562,17.9497,25.8625,17.6690,18.6440,16.9843
2015-06-15,16.1154,24.9630,16.9062,21.9556,19.6348,16.2675,27.9930,24.0480,24.3806,20.1332,25.8588,22.5261,21.4604,23.7175,24.0833,20.1377,18.2278,24.6432,19.8649,19.6037,24.2801,17.9935,25.1198,20.8223,17.4947,27.8648,24.2618,23.2300,23.2937,28.5138,15.5689,24.8683,16.9022,22.0679,19.9592,24.3404,17.0527,24.5843,24.3439,19.4913,25.1094,22.3546,21.8223,21.0390,20.6481,18.4563,24.1219,17.2515,21.3367,28.0681,24.3862,22.8531,28.2365,24.9505,18.8670,23.0617,14.1082,23.4049,19.8175,20.0283,24.0157,17.2586,17.0259,15.9783
2015-06-16,18.5005,24.6321,16.0258,23.0762,21.1390,18.4577,29.2348,25.8405,23.2162,19.1469,26.4359,26.7771,22.5555,23.8365,23.8398,20.9498,19.5073,25.6850,20.3668,22.0569,25.3919,17.6337,20.9842,24.3107,18.9646,24.6397,22.9641,24.6484,26.0093,29.2897,18.0706,24.4725,15.9210,23.1577,21.2079,26.0186,18.1568,23.4421,24.8251,18.7477,23.2173,26.4033,22.9923,24.2524,21.2681,19.4077,25.3028,16.8495,24.9904,24.8238,22.7843,24.0315,29.5952,24.7999,19.1731,23.3498,13.8764,25.0668,22.9023,22.8662,24.0515,19.0001,20.4790,18.9116
2015-06-17,16.9829,22.8090,15.1739,26.7962,20.7460,19.9386,29.8203,26.1795,21.7370,21.5706,27.2349,30.8298,22.4308,25.1801,22.6142,20.4635,20.8604,25.2325,22.0487,24.0794,24.4465,16.0199,16.8607,26.0609,18.8116,20.8242,22.0780,22.9310,27.0580,22.6301,16.3190,22.5233,14.8524,26.7049,20.8609,26.4936,20.6448,22.0701,25.9773,21.2541,21.1574,30.7099,22.7549,23.9367,20.0742,20.8144,24.1197,15.1438,26.7900,20.9363,21.7046,22.2214,29.7651,23.4957,18.4180,23.5353,15.6203,25.7964,24.4067,24.3539,24.7751,22.5221,24.0484,22.7201
2015-06-18,16.9821,24.2915,15.7848,29.5474,19.1498,19.3910,27.7638,23.0996,22.8297,24.8234,27.0421,31.7643,22.1965,27.2142,22.9293,20.2655,22.5836,24.3911,21.8249,26.2078,22.4469,17.0902,18.0255,26.5582,15.5262,20.4099,21.7388,23.5873,27.7858,17.8528,16.4164,24.0308,15.5880,29.4091,19.2522,23.1023,24.0001,23.1180,28.4857,24.2939,19.1566,31.1964,22.2889,22.7169,19.8290,22.6205,21.9112,16.3173,27.2728,20.3524,21.1429,23.0069,30.1215,22.8042,18.4566,22.8046,17.1967,26.5067,24.2457,23.9267,24.0068,24.3474,27.2495,25.2991
2015-06-19,16.7624,26.5533,15.7251,31.6894,19.1786,17.9566,27.3211,24.8931,22.8279,26.7699,24.8785,32.0325,21.6928,26.6530,23.3816,18.3852,24.2465,26.2274,22.2056,26.3123,23.3966,17.5417,17.1298,27.9057,16.0397,22.3378,21.0704,24.7732,24.1885,16.8140,16.5584,26.3704,15.4363,31.3317,19.4790,25.0945,23.7273,23.0700,26.4272,26.1860,18.2326,31.4969,21.9223,23.0444,17.5150,24.0831,22.7690,17.2808,28.4794,22.7457,20.7507,24.5587,23.1249,22.3443,17.9381,21.3798,17.0714,25.5290,23.3679,23.0934,24.1618,27.4699,29.3147,26.7464
2015-06-20,17.2562,27.7215,17.9857,33.4203,19.1725,18.4982,29.8047,27.2300,18.4622,27.8427,26.9820,32.4990,22.6647,25.4079,23.3424,15.5549,24.2042,28.8000,22.6908,24.2925,19.1778,18.6772,14.9593,29.0401,17.4432,25.9986,21.4526,25.3079,21.8232,16.2179,17.0703,27.7993,17.7680,32.8284,19.1896,27.1231,23.8636,18.4512,25.0526,27.3258,18.2326,32.0946,23.5115,23.4520,14.7517,23.9794,18.5549,18.6224,30.2736,26.5685,21.0690,25.0322,17.5568,23.4307,19.7264,20.9616,18.3645,23.2267,20.3084,20.4350,22.9741,28.3417,29.0407,26.1248
2015-06-21,17.8590,28.3868,18.5660,33.9938,19.2956,21.1286,30.4415,25.6462,17.6030,21.9738,29.0533,31.8643,23.8685,23.0151,19.3910,15.9269,23.3549,30.9705,24.0671,24.6184,19.0637,19.5466,14.3237,28.7594,20.6600,29.1151,20.8847,25.6620,23.2058,16.0117,17.7271,28.3157,18.3415,33.4106,19.2597,25.7345,23.9303,17.4703,25.4251,21.9423,19.8539,31.4688,25.1387,23.3153,14.8422,22.8381,18.3167,19.8020,29.5036,30.1990,20.6702,25.6481,16.1374,22.8385,21.5056,20.8351,19.6984,21.4835,20.3901,17.9780,25.0695,27.5686,28.1738,24.9164
2015-06-22,19.9978,26.4630,17.5367,33.7588,20.2427,23.3212,28.0238,26.1467,18.7173,21.1772,25.8758,31.6823,24.6643,21.3390,18.9322,16.8753,20.6953,31.9374,25.5275,28.1762,19.2235,19.6439,18.2452,30.1852,23.1920,28.4898,22.4118,25.2064,25.3847,17.6017,19.9932,25.9031,17.5759,33.2423,20.3418,26.2500,23.2388,18.6110,26.2256,21.1979,18.7543,31.5001,26.1607,19.3387,15.9950,20.0874,18.3198,19.6899,31.4761,28.7835,22.0996,25.3958,15.2425,21.0343,21.1280,21.2150,19.9601,22.1721,20.4151,18.4083,25.8591,25.1577,26.0225,23.0605
2015-06-23,21.4695,21.8948,18.5417,33.2603,23.2775,24.8978,24.7776,25.6300,20.7646,20.4124,26.6723,31.4975,25.3986,23.9428,18.7063,18.4705,19.6304,32.0544,22.2940,24.7859,20.1212,23.7224,18.8748,31.9722,23.0537,27.0146,24.9449,24.4929,24.1256,20.2835,21.4367,20.9702,18.4127,32.5855,23.7741,25.6622,24.3347,20.5948,28.8135,20.2732,18.6197,31.7203,27.1882,18.6911,17.4002,19.3078,19.3305,23.5564,32.8145,27.4174,24.6368,24.6463,14.9200,19.9999,18.9630,21.5542,18.4706,23.2287,21.6320,19.8326,21.4471,22.0867,22.1954,19.9727
2015-06-24,23.5447,23.6854,22.0073,27.9709,25.9834,25.6162,21.9800,22.6334,22.3115,19.2506,29.2173,31.5973,26.5950,25.6055,18.6223,21.2929,19.2812,27.2063,20.5968,27.8729,20.6162,26.8049,20.3089,28.6792,21.2842,27.3691,25.0454,25.1500,21.2659,24.3214,23.4725,22.5496,22.2581,27.7053,26.8766,22.5885,25.0872,22.1010,30.8599,18.9932,17.8196,31.5319,28.6114,18.4636,20.9040,18.5561,20.0823,26.5074,28.7509,27.6999,24.4082,25.5818,16.6365,17.3369,19.3019,19.0824,15.6254,23.5583,21.0138,22.0016,19.9935,23.1225,22.1299,19.8286
2015-06-25,22.5881,25.3668,21.1252,27.5738,28.2729,25.7646,21.8594,21.9105,22.0856,20.8294,30.3710,30.1305,26.3669,25.7553,18.3901,23.3045,19.9778,21.5253,23.2105,26.9529,20.8216,24.9300,21.8256,22.4359,18.9706,26.6686,22.7601,26.9017,24.8329,20.3927,22.6021,24.1331,21.2179,27.2191,29.1068,21.3713,26.4725,22.0171,31.4682,20.4829,18.0569,30.1555,28.4965,18.0827,23.0792,19.1400,20.2474,24.4438,22.6341,27.0029,22.0396,26.8749,19.8240,18.2390,20.3083,19.7905,16.5165,25.3585,19.9538,23.3769,19.7132,24.5216,24.2880,21.1300
2015-06-26,21.7337,27.0143,23.8718,25.4752,28.7634,25.2571,20.5161,22.8052,21.9304,21.5629,29.5884,28.7281,26.0388,24.4284,18.8217,24.7472,22.8763,22.3708,26.1974,24.2348,21.8579,19.8411,23.5698,20.8139,18.3740,26.2477,23.9213,26.4878,25.1264,16.9288,21.5045,25.8785,24.0651,25.2841,28.6203,22.2503,28.8508,21.8662,30.7910,21.1497,22.9796,28.7161,27.8043,17.6354,24.0723,22.3409,21.3612,19.2833,20.6924,26.6438,22.8221,26.2645,24.3769,20.5944,20.3679,23.2995,19.4510,25.4643,18.6050,22.4943,24.5680,24.7883,26.1216,23.4711
2015-06-27,23.5575,28.6298,24.0398,21.7181,23.5284,25.6337,19.1432,23.4134,23.2102,26.5789,31.1083,27.4569,27.0942,26.0341,16.7543,22.7680,23.5385,25.3557,25.8672,24.9993,25.3625,18.7406,22.3440,22.1900,19.9778,27.8364,24.5023,26.3722,22.2672,18.2907,23.3751,27.1827,24.0562,21.8926,23.5559,22.6646,28.0171,23.5524,30.8874,25.8561,22.8436,27.3521,28.7430,18.0442,21.5267,22.8609,25.4594,17.8975,21.8175,27.9318,23.2911,25.9945,20.0707,21.1592,18.0771,22.4828,20.9938,27.6036,21.2490,24.2140,21.7280,20.8931,23.2474,20.1047
2015-06-28,25.0921,29.5910,22.8497,23.7373,25.4861,24.4169,20.8108,21.2110,24.0685,26.2787,33.0267,26.1347,27.3825,27.2371,16.6813,18.6814,19.3287,27.3472,24.4917,26.4469,28.3687,19.9276,22.0168,22.8949,21.8662,27.8263,26.0337,27.5476,20.2055,19.8397,24.7926,27.8833,22.6225,23.3691,25.3364,20.1125,29.5020,24.4795,30.9208,25.2914,25.7577,26.0366,28.4524,16.1242,16.8561,18.5553,28.4785,18.9794,22.3671,27.8831,24.7570,26.6846,15.9506,22.0635,16.5159,20.6027,22.1465,26.9876,21.3645,22.1169,20.7848,22.1812,24.5121,22.1660
2015-06-29,25.2915,27.1538,20.3233,27.4705,24.0974,22.3375,21.6806,22.3143,24.3851,24.3341,31.0239,27.9256,27.0199,26.9550,19.7981,18.6843,20.4254,25.6455,23.7004,27.9961,29.0219,22.4810,22.5365,20.7038,21.9146,26.3934,25.2538,28.9927,20.7260,20.0056,24.8508,25.2096,19.6944,26.6647,23.7734,21.1373,22.4610,24.6624,31.0112,23.5467,27.7801,27.4635,27.7922,15.9301,15.8982,19.2347,29.0444,21.7842,19.9360,26.0497,23.8004,28.0895,17.4140,23.6019,15.9563,19.2573,24.1977,24.0548,19.2697,21.8853,20.9436,25.1747,27.3564,25.4579
2015-06-30,23.5373,29.9131,18.9039,28.9472,26.6701,23.7200,21.0992,25.6637,23.1213,22.0509,30.9868,29.1052,28.0438,25.9422,20.9211,20.0691,23.4830,22.1267,25.1403,28.0626,31.2906,21.3898,20.6105,23.4837,20.9345,24.9497,25.6975,28.2695,24.4688,20.2284,23.1023,28.0139,18.3268,27.9517,26.2424,24.6896,22.0981,23.4107,30.7844,21.4871,26.2886,28.4839,28.8828,18.7972,17.5329,21.9333,31.3007,20.5003,22.4009,24.5355,24.1478,27.3224,19.0082,25.4684,16.6909,18.9292,22.0996,22.2118,20.2078,22.2651,21.1904,25.7326,26.2259,22.9568
